NIV1,NIV2,NIV3,NIV4,NIV5,NIV1 - Libellé,NIV2 - Libellé,NIV3 - Libellé,NIV4 - Libellé,NIV5 - Libellé
S,94,94.1,94.11,94.11Z,Autres activités de services,Activités des organisations associatives,"Activités des organisations économiques, patronales et professionnelles",Activités des organisations patronales et consulaires,Activités des organisations patronales et consulaires
S,94,94.1,94.12,94.12Z,Autres activités de services,Activités des organisations associatives,"Activités des organisations économiques, patronales et professionnelles",Activités des organisations professionnelles,Activités des organisations professionnelles
S,94,94.2,94.20,94.20Z,Autres activités de services,Activités des organisations associatives,Activités des syndicats de salariés,Activités des syndicats de salariés,Activités des syndicats de salariés
S,94,94.9,94.91,94.91Z,Autres activités de services,Activités des organisations associatives,Activités des autres organisations associatives,Activités des organisations religieuses,Activités des organisations religieuses
S,94,94.9,94.92,94.92Z,Autres activités de services,Activités des organisations associatives,Activités des autres organisations associatives,Activités des organisations politiques,Activités des organisations politiques
S,94,94.9,94.99,94.99Z,Autres activités de services,Activités des organisations associatives,Activités des autres organisations associatives,Activités des organisations associatives n.c.a.,Autres organisations fonctionnant par adhésion volontaire
S,95,95.1,95.11,95.11Z,Autres activités de services,Réparation d'ordinateurs et de biens personnels et domestiques,Réparation d'ordinateurs et d'équipements de communication,Réparation d'ordinateurs et d'équipements périphériques,Réparation d'ordinateurs et d'équipements périphériques
S,95,95.1,95.12,95.12Z,Autres activités de services,Réparation d'ordinateurs et de biens personnels et domestiques,Réparation d'ordinateurs et d'équipements de communication,Réparation d'équipements de communication,Réparation d'équipements de communication
S,95,95.2,95.21,95.21Z,Autres activités de services,Réparation d'ordinateurs et de biens personnels et domestiques,Réparation de biens personnels et domestiques,Réparation de produits électroniques grand public,Réparation de produits électroniques grand public
S,95,95.2,95.22,95.22Z,Autres activités de services,Réparation d'ordinateurs et de biens personnels et domestiques,Réparation de biens personnels et domestiques,Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin,Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin
S,95,95.2,95.23,95.23Z,Autres activités de services,Réparation d'ordinateurs et de biens personnels et domestiques,Réparation de biens personnels et domestiques,Réparation de chaussures et d'articles en cuir,Réparation de chaussures et d'articles en cuir
S,95,95.2,95.24,95.24Z,Autres activités de services,Réparation d'ordinateurs et de biens personnels et domestiques,Réparation de biens personnels et domestiques,Réparation de meubles et d'équipements du foyer,Réparation de meubles et d'équipements du foyer
S,95,95.2,95.25,95.25Z,Autres activités de services,Réparation d'ordinateurs et de biens personnels et domestiques,Réparation de biens personnels et domestiques,Réparation d'articles d'horlogerie et de bijouterie,Réparation d'articles d'horlogerie et de bijouterie
S,95,95.2,95.29,95.29Z,Autres activités de services,Réparation d'ordinateurs et de biens personnels et domestiques,Réparation de biens personnels et domestiques,Réparation d'autres biens personnels et domestiques,Réparation d'autres biens personnels et domestiques
S,96,96.0,96.01,96.01A,Autres activités de services,Autres services personnels,Autres services personnels,Blanchisserie-teinturerie,Blanchisserie-teinturerie de gros
S,96,96.0,96.01,96.01B,Autres activités de services,Autres services personnels,Autres services personnels,Blanchisserie-teinturerie,Blanchisserie-teinturerie de détail
S,96,96.0,96.02,96.02A,Autres activités de services,Autres services personnels,Autres services personnels,Coiffure et soins de beauté,Coiffure
S,96,96.0,96.02,96.02B,Autres activités de services,Autres services personnels,Autres services personnels,Coiffure et soins de beauté,Soins de beauté
S,96,96.0,96.03,96.03Z,Autres activités de services,Autres services personnels,Autres services personnels,Services funéraires,Services funéraires
S,96,96.0,96.04,96.04Z,Autres activités de services,Autres services personnels,Autres services personnels,Entretien corporel,Entretien corporel
S,96,96.0,96.09,96.09Z,Autres activités de services,Autres services personnels,Autres services personnels,Autres services personnels n.c.a.,Autres services personnels n.c.a.
T,97,97.0,97.00,97.00Z,Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,Activités des ménages en tant qu'employeurs de personnel domestique,Activités des ménages en tant qu'employeurs de personnel domestique,Activités des ménages en tant qu'employeurs de personnel domestique,Activités des ménages en tant qu'employeurs de personnel domestique
T,98,98.1,98.10,98.10Z,Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre,Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre,Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre
T,98,98.2,98.20,98.20Z,Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,Activités indifférenciées des ménages en tant que producteurs de services pour usage propre,Activités indifférenciées des ménages en tant que producteurs de services pour usage propre,Activités indifférenciées des ménages en tant que producteurs de services pour usage propre
